location,date,total_cases,new_cases_smoothed,total_cases_per_million,new_cases_smoothed_per_million,reproduction_rate,positive_rate,tests_per_case,new_deaths_smoothed
Luxembourg,16/10/2021,79720,100.286,125580.091,157.977,1.21,0.043,23.4,0.429
Luxembourg,17/10/2021,79720,100.286,125580.091,157.977,1.23,0.043,23.5,0.429
Luxembourg,18/10/2021,79982,112.286,125992.81,176.88,1.25,0.048,20.9,0.286
Luxembourg,19/10/2021,80085,112.143,126155.063,176.655,1.23,0.047,21.2,0.429
Luxembourg,20/10/2021,80331,124,126542.578,195.333,1.25,0.053,18.9,0.571
Luxembourg,21/10/2021,80462,119.143,126748.937,187.682,1.25,0.05,19.9,0.571
Luxembourg,22/10/2021,80603,126.143,126971.05,198.708,1.26,0.052,19.2,0.429
Luxembourg,23/10/2021,80603,126.143,126971.05,198.708,1.28,0.053,18.8,0.429
Luxembourg,24/10/2021,80603,126.143,126971.05,198.708,1.29,0.053,19,0.429
Luxembourg,25/10/2021,80603,88.714,126971.05,139.748,1.31,0.036,27.8,0.429
Luxembourg,26/10/2021,81124,148.429,127791.763,233.814,1.39,0.059,17,0.286
Luxembourg,27/10/2021,81363,147.429,128168.251,232.239,1.36,0.056,17.8,0.143
Luxembourg,28/10/2021,81501,148.429,128385.637,233.814,1.32,0.053,18.9,0.143
Luxembourg,29/10/2021,81683,154.286,128672.336,243.041,1.31,0.055,18.3,0.143
Luxembourg,30/10/2021,81683,154.286,128672.336,243.041,1.3,0.053,19,0.143
Luxembourg,31/10/2021,81683,154.286,128672.336,243.041,1.29,0.052,19.1,0.143
Luxembourg,1/11/2021,81683,154.286,128672.336,243.041,1.28,0.059,17,0.143
Luxembourg,2/11/2021,82092,138.286,129316.619,217.837,1.34,0.057,17.5,0.857
Luxembourg,3/11/2021,82190,118.143,129470.995,186.106,1.35,0.045,22,0.714
Luxembourg,4/11/2021,82623,160.286,130153.084,252.492,1.38,0.065,15.4,0.857
Malaysia,6/10/2021,2303837,10125.286,70289.947,308.922,0.8,0.074,13.6,119.714
Malaysia,7/10/2021,2313727,9718.857,70591.69,296.522,0.8,0.071,14.1,111.143
Malaysia,8/10/2021,2323478,9413.429,70889.193,287.203,0.8,0.07,14.3,105
Malaysia,9/10/2021,2332221,9103.143,71155.941,277.736,0.8,0.068,14.7,100
Malaysia,10/10/2021,2339594,8861.286,71380.891,270.357,0.8,0.067,15,92.286
Malaysia,11/10/2021,2346303,8666.143,71585.582,264.404,0.8,0.066,15.1,94.714
Malaysia,12/10/2021,2353579,8446,71807.573,257.687,0.8,0.065,15.3,92.714
Malaysia,13/10/2021,2361529,8241.714,72050.127,251.454,0.8,0.065,15.5,87.429
Malaysia,14/10/2021,2369613,7983.714,72296.769,243.583,0.8,0.063,15.9,81.143
Malaysia,15/10/2021,2377033,7650.714,72523.153,233.423,0.8,0.059,16.9,82.714
Malaysia,16/10/2021,2384542,7474.429,72752.252,228.044,0.81,0.057,17.5,84.714
Malaysia,17/10/2021,2390687,7299,72939.736,222.692,0.81,0.056,17.8,84.571
Malaysia,18/10/2021,2396121,7116.857,73105.527,217.135,0.81,0.055,18.2,81.571
Malaysia,19/10/2021,2401866,6898.143,73280.806,210.462,0.81,0.056,17.8,76.714
Malaysia,20/10/2021,2407382,6550.429,73449.099,199.853,0.82,0.053,19,77.857
Malaysia,21/10/2021,2413592,6282.714,73638.566,191.685,0.82,0.05,19.9,79
Malaysia,22/10/2021,2420222,6169.857,73840.847,188.242,0.83,0.05,19.9,77.429
Malaysia,23/10/2021,2426050,5929.714,74018.659,180.915,0.84,0.049,20.5,70.857
Malaysia,24/10/2021,2431716,5861.286,74191.528,178.828,0.85,0.048,20.8,68.429
Malaysia,25/10/2021,2436498,5768.143,74337.427,175.986,0.86,0.047,21.2,71.286
Malaysia,26/10/2021,2442224,5765.429,74512.127,175.903,0.87,0.045,22,73.429
Malaysia,27/10/2021,2448372,5855.714,74699.702,178.658,0.87,0.047,21.4,76.571
Malaysia,28/10/2021,2454749,5879.571,74894.264,179.385,0.88,0.048,20.9,76.429
Malaysia,29/10/2021,2460809,5798.143,75079.154,176.901,0.88,0.048,20.9,74.286
Malaysia,30/10/2021,2466663,5801.857,75257.759,177.014,0.89,0.048,20.8,74.571
Malaysia,31/10/2021,2471642,5703.714,75409.669,174.02,0.89,0.047,21.3,73.143
Malaysia,1/11/2021,2476268,5681.429,75550.808,173.34,0.89,0.046,21.6,69
Malaysia,2/11/2021,2481339,5587.857,75705.523,170.485,0.89,0.046,21.8,67
Malaysia,3/11/2021,2486630,5465.429,75866.952,166.75,0.9,0.046,22,59.571
Malaysia,4/11/2021,2492343,5370.571,76041.255,163.856,0.9,0.047,21.2,55.143
Maldives,6/10/2021,85278,79.714,156870.608,146.636,0.91,0.02,50.1,0.143
Maldives,7/10/2021,85348,77,156999.375,141.643,0.92,0.02,50,0.143
Maldives,8/10/2021,85394,75.429,157083.992,138.752,0.93,0.019,51.4,0.286
Maldives,9/10/2021,85465,70.571,157214.598,129.818,0.95,0.018,54.6,0.429
Maldives,10/10/2021,85548,82.429,157367.279,151.629,0.97,0.023,44.1,0.429
Maldives,11/10/2021,85622,73.571,157503.403,135.336,0.98,0.02,48.9,0.286
Maldives,12/10/2021,85732,76.286,157705.75,140.329,1,0.021,47.3,0.429
Maldives,13/10/2021,85838,80,157900.739,147.162,1.02,0.022,46,0.714
Maldives,14/10/2021,85932,83.429,158073.654,153.469,1.03,0.022,45.6,0.714
Maldives,15/10/2021,85977,83.286,158156.433,153.206,1.04,0.022,46.2,0.571
Maldives,16/10/2021,86088,89,158360.62,163.717,1.05,0.022,44.5,0.429
Maldives,17/10/2021,86165,88.143,158502.263,162.141,1.06,0.023,43.4,0.571
Maldives,18/10/2021,86211,84.143,158586.881,154.782,1.07,0.022,46.1,0.571
Maldives,19/10/2021,86324,84.571,158794.746,155.571,1.1,0.022,45.4,0.571
Maldives,20/10/2021,86419,83,158969.501,152.68,1.12,0.022,45.5,0.286
Maldives,21/10/2021,86550,88.286,159210.478,162.403,1.15,0.023,42.6,0.429
Maldives,22/10/2021,86605,89.714,159311.652,165.031,1.17,0.024,42.1,0.429
Maldives,23/10/2021,86830,106,159725.544,194.989,1.18,0.028,35.5,0.429
Maldives,24/10/2021,86922,108.143,159894.779,198.931,1.17,0.028,35.5,0.286
Maldives,25/10/2021,87071,122.857,160168.868,225.998,1.16,0.032,30.9,0.286
Maldives,26/10/2021,87186,123.143,160380.413,226.524,1.15,0.033,30.7,0.429
Maldives,27/10/2021,87359,134.286,160698.65,247.021,1.15,0.036,28,0.429
Maldives,28/10/2021,87487,133.857,160934.108,246.233,1.14,0.036,27.9,0.429
Maldives,29/10/2021,87487,126,160934.108,231.78,1.13,0.035,28.5,0.429
Maldives,30/10/2021,87487,93.857,160934.108,172.652,1.13,0.03,33.3,0.429
Maldives,31/10/2021,87638,102.286,161211.876,188.157,1.17,0.033,29.9,0.429
Maldives,1/11/2021,87915,120.571,161721.423,221.794,1.2,0.038,26.1,0.429
Maldives,2/11/2021,88058,124.571,161984.474,229.152,1.19,0.039,25.6,0.143
Maldives,3/11/2021,88277,131.143,162387.329,241.24,1.18,0.04,24.7,0.143
Maldives,4/11/2021,88386,128.429,162587.837,236.247,1.16,0.04,25,0.143
Malta,6/10/2021,37264,19.571,72203.061,37.922,1.01,0.009,112.1,0.286
Malta,7/10/2021,37283,19.143,72239.876,37.091,1,0.009,107.4,0.286
Malta,8/10/2021,37307,20.571,72286.379,39.859,1.01,0.011,94.8,0.143
Malta,9/10/2021,37323,19.429,72317.38,37.645,0.99,0.01,95.4,0
Malta,10/10/2021,37347,21.429,72363.883,41.52,0.98,0.012,81.7,0
Malta,11/10/2021,37358,19.571,72385.197,37.922,0.93,0.012,86.7,0
Malta,12/10/2021,37375,18.429,72418.136,35.707,0.92,0.011,92.7,0
Malta,13/10/2021,37393,18.429,72453.013,35.707,0.92,0.011,93.2,0
Malta,14/10/2021,37412,18.429,72489.828,35.707,0.92,0.011,93.8,0
Malta,15/10/2021,37437,18.571,72538.268,35.984,0.91,0.011,94.1,0
Malta,16/10/2021,37445,17.429,72553.769,33.77,0.85,0.01,100.7,0
Malta,17/10/2021,37453,15.143,72569.27,29.341,0.84,0.009,115.4,0
Malta,18/10/2021,37464,15.143,72590.583,29.341,0.88,0.009,116.2,0
Malta,19/10/2021,37486,15.857,72633.211,30.725,0.92,0.009,111.7,0
Malta,20/10/2021,37506,16.143,72671.963,31.279,0.92,0.009,110.1,0
Malta,21/10/2021,37523,15.857,72704.902,30.725,0.88,0.009,114.2,0
Malta,22/10/2021,37533,13.714,72724.278,26.573,0.85,0.008,133.1,0
Malta,23/10/2021,37539,13.429,72735.904,26.019,0.84,0.007,135.8,0
Malta,24/10/2021,37551,14,72759.155,27.127,0.89,0.008,129.1,0
Malta,25/10/2021,37564,14.286,72784.344,27.68,0.95,0.008,127.3,0.143
Malta,26/10/2021,37580,13.429,72815.346,26.019,0.98,0.007,135.9,0.143
Malta,27/10/2021,37595,12.714,72844.41,24.635,1.02,0.007,141.7,0.143
Malta,28/10/2021,37610,12.429,72873.474,24.082,1.05,0.007,142.7,0.143
Malta,29/10/2021,37618,12.143,72888.975,23.528,1.1,0.007,145.9,0.286
Malta,30/10/2021,37637,14,72925.79,27.127,1.22,0.008,127.1,0.286
Malta,31/10/2021,37653,14.571,72956.791,28.234,1.31,0.008,123.3,0.286
Malta,1/11/2021,37673,15.571,72995.543,30.171,1.43,0.009,113.5,0.143
Malta,2/11/2021,37702,17.429,73051.734,33.77,1.52,0.01,100.5,0.286
Malta,3/11/2021,37736,20.143,73117.613,39.029,1.58,0.011,87.1,0.286
Malta,4/11/2021,37773,23.286,73189.304,45.119,1.6,0.013,75.8,0.286
Moldova,6/10/2021,301431,1227.429,74907.835,305.025,1.12,0.163,6.1,24.857
Moldova,7/10/2021,303208,1259.429,75349.432,312.977,1.12,0.189,5.3,25.286
Moldova,8/10/2021,304678,1285.286,75714.738,319.403,1.11,0.209,4.8,25.143
Moldova,9/10/2021,305977,1329.286,76037.549,330.337,1.1,0.235,4.3,21.571
Moldova,10/10/2021,306647,1345,76204.049,334.242,1.08,0.26,3.8,24.286
Moldova,11/10/2021,307182,1267.429,76337.001,314.965,1.06,0.271,3.7,24.429
Moldova,12/10/2021,308724,1268.714,76720.199,315.285,1.1,0.251,4,25
Moldova,13/10/2021,310776,1335,77230.136,331.757,1.12,0.245,4.1,25.429
Moldova,14/10/2021,312442,1319.143,77644.15,327.817,1.12,0.226,4.4,26.143
Moldova,15/10/2021,313849,1310.143,77993.8,325.58,1.13,0.197,5.1,27.571
Moldova,16/10/2021,315414,1348.143,78382.714,335.023,1.15,0.181,5.5,32.286
Moldova,17/10/2021,316529,1411.714,78659.8,350.821,1.16,0.171,5.8,31
Moldova,18/10/2021,317899,1531,79000.255,380.465,1.14,0.169,5.9,32.143
Moldova,19/10/2021,319614,1555.714,79426.445,386.607,1.12,0.129,7.8,33.286
Moldova,20/10/2021,321682,1558,79940.358,387.175,1.11,0.131,7.7,34.429
Moldova,21/10/2021,323469,1575.286,80384.441,391.47,1.09,0.134,7.5,35.571
Moldova,22/10/2021,325526,1668.143,80895.621,414.546,1.09,0.154,6.5,36
Moldova,23/10/2021,327094,1668.571,81285.28,414.652,1.07,0.169,5.9,36.143
Moldova,24/10/2021,328000,1638.714,81510.428,407.233,1.04,0.184,5.4,36.571
Moldova,25/10/2021,329294,1627.857,81831.997,404.535,1,0.205,4.9,37.429
Moldova,26/10/2021,330799,1597.857,82206,397.079,0.97,0.31,3.2,38.143
Moldova,27/10/2021,332625,1563.286,82659.775,388.488,0.95,0.279,3.6,39
Moldova,28/10/2021,334287,1545.429,83072.794,384.05,0.94,0.255,3.9,39.857
Moldova,29/10/2021,335860,1476.286,83463.696,366.868,0.93,0.228,4.4,34.429
Moldova,30/10/2021,337115,1431.571,83775.573,355.756,0.93,0.208,4.8,41.714
Moldova,31/10/2021,337768,1395.429,83937.848,346.774,0.92,0.191,5.2,41.857
Moldova,1/11/2021,339114,1402.857,84272.339,348.62,0.9,0.181,5.5,41.857
Moldova,2/11/2021,340188,1341.286,84539.236,333.319,0.87,0.173,5.8,42
Moldova,3/11/2021,341675,1292.857,84908.767,321.285,0.87,0.167,6,41.857
Moldova,4/11/2021,343261,1282,85302.899,318.586,0.88,0.166,6,41.857
Mongolia,6/10/2021,319247,2166.143,95890.645,650.634,0.95,0.363,2.8,16.286
Mongolia,7/10/2021,319442,2194,95949.217,659.001,0.94,0.381,2.6,16.286
Mongolia,8/10/2021,321657,2150.571,96614.525,645.957,0.94,0.328,3,15.571
Mongolia,9/10/2021,323322,1778.143,97114.633,534.092,0.94,0.243,4.1,12.286
Mongolia,10/10/2021,326738,2051.714,98140.68,616.263,0.94,0.269,3.7,14.714
Mongolia,11/10/2021,326738,2051.714,98140.68,616.263,0.93,0.259,3.9,14.714
Mongolia,12/10/2021,330869,2324,99381.488,698.048,0.93,0.271,3.7,17.143
Mongolia,13/10/2021,332789,1934.571,99958.189,581.078,0.92,0.223,4.5,15.143
Mongolia,14/10/2021,332789,1906.714,99958.189,572.71,0.92,0.221,4.5,15.143
Mongolia,15/10/2021,336508,2121.571,101075.247,637.246,0.92,0.245,4.1,17.571
Mongolia,16/10/2021,336508,1883.714,101075.247,565.802,0.91,0.227,4.4,15.429
Mongolia,17/10/2021,339536,1828.286,101984.752,549.153,0.91,0.218,4.6,15.143
Mongolia,18/10/2021,340839,2014.429,102376.128,605.064,0.91,0.237,4.2,17.714
Mongolia,19/10/2021,342992,1731.857,103022.814,520.189,0.9,0.199,5,15.571
Mongolia,20/10/2021,344736,1706.714,103546.651,512.637,0.9,0.196,5.1,15.714
Mongolia,21/10/2021,344736,1706.714,103546.651,512.637,0.89,0.197,5.1,15.714
Mongolia,22/10/2021,348188,1668.571,104583.511,501.181,0.89,0.195,5.1,16.571
Mongolia,23/10/2021,348188,1668.571,104583.511,501.181,0.88,0.193,5.2,16.571
Mongolia,24/10/2021,349509,1424.714,104980.293,427.934,0.88,0.164,6.1,14.857
Mongolia,25/10/2021,351835,1570.857,105678.942,471.831,0.88,0.187,5.4,14.714
Mongolia,26/10/2021,353504,1501.714,106180.251,451.063,0.87,0.188,5.3,14
Mongolia,27/10/2021,355129,1484.714,106668.345,445.956,0.87,0.188,5.3,13.143
Mongolia,28/10/2021,356765,1718.429,107159.742,516.156,0.86,0.219,4.6,14.857
Mongolia,29/10/2021,358208,1431.429,107593.169,429.951,0.85,0.184,5.4,11.286
Mongolia,30/10/2021,359396,1601.143,107950.002,480.927,0.85,0.21,4.8,13
Mongolia,31/10/2021,360317,1544,108226.639,463.764,0.84,0.207,4.8,12.143
Mongolia,1/11/2021,361338,1357.571,108533.311,407.767,0.84,0.178,5.6,11.143
Mongolia,2/11/2021,362772,1324,108964.035,397.683,0.83,0.17,5.9,11.143
Mongolia,3/11/2021,362772,1091.857,108964.035,327.956,0.83,0.143,7,9.714
Mongolia,4/11/2021,364051,1040.857,109348.202,312.637,0.83,0.139,7.2,9.429
Morocco,6/10/2021,936963,712.857,25089.526,19.089,0.6,0.052,19.1,20.286
Morocco,7/10/2021,937631,651.429,25107.413,17.444,0.61,0.05,20,20.857
Morocco,8/10/2021,938286,611.286,25124.953,16.369,0.61,0.049,20.3,19.571
Morocco,9/10/2021,938801,567.571,25138.743,15.198,0.62,0.047,21.5,18.143
Morocco,10/10/2021,939187,550.714,25149.079,14.747,0.63,0.046,21.8,16.857
Morocco,11/10/2021,939356,542.286,25153.604,14.521,0.63,0.046,21.7,17
Morocco,12/10/2021,939922,526.571,25168.761,14.1,0.64,0.045,22.4,16.143
Morocco,13/10/2021,940503,505.714,25184.318,13.542,0.65,0.042,23.6,15.714
Morocco,14/10/2021,941009,482.571,25197.868,12.922,0.65,0.04,25.1,15.286
Morocco,15/10/2021,941446,451.429,25209.569,12.088,0.66,0.037,27.3,15.143
Morocco,16/10/2021,941863,437.429,25220.736,11.713,0.66,0.036,27.8,13.571
Morocco,17/10/2021,942132,420.714,25227.939,11.266,0.67,0.035,28.6,12.429
Morocco,18/10/2021,942280,417.714,25231.902,11.185,0.67,0.034,29,12.429
Morocco,19/10/2021,942779,408.143,25245.264,10.929,0.67,0.034,29.2,11.571
Morocco,20/10/2021,942967,352,25250.298,9.426,0.67,0.032,31.2,11.429
Morocco,21/10/2021,943222,316.143,25257.126,8.466,0.69,0.031,32.3,10.429
Morocco,22/10/2021,943652,315.143,25268.641,8.439,0.72,0.03,32.9,9.571
Morocco,23/10/2021,944076,316.143,25279.994,8.466,0.73,0.029,34.2,9.857
Morocco,24/10/2021,944277,306.429,25285.377,8.205,0.74,0.027,36.4,9.714
Morocco,25/10/2021,944378,299.714,25288.081,8.026,0.74,0.027,37.6,8.571
Morocco,26/10/2021,944803,289.143,25299.461,7.743,0.75,0.026,38.9,10
Morocco,27/10/2021,945201,319.143,25310.119,8.546,0.75,0.026,37.9,9.571
Morocco,28/10/2021,945504,326,25318.233,8.729,0.74,0.026,38.6,8.714
Morocco,29/10/2021,945720,295.429,25324.016,7.911,0.72,0.024,42.1,8.571
Morocco,30/10/2021,945960,269.143,25330.443,7.207,0.72,0.022,45.6,8.714
Morocco,31/10/2021,946145,266.857,25335.397,7.146,0.72,0.022,46.2,8
Morocco,1/11/2021,946283,272.143,25339.092,7.287,0.71,0.021,46.7,8.143
Morocco,2/11/2021,946543,248.571,25346.054,6.656,0.7,0.02,51.2,6.714
Morocco,3/11/2021,946766,223.571,25352.026,5.987,0.69,0.017,57.5,6
Morocco,4/11/2021,946957,207.571,25357.14,5.558,0.68,0.016,62.2,6.286
Mozambique,6/10/2021,150874,30.286,4690.912,0.942,0.58,0.023,44.2,0.571
Mozambique,7/10/2021,150899,25.143,4691.689,0.782,0.59,0.019,53.3,0.286
Mozambique,8/10/2021,150935,25.143,4692.808,0.782,0.6,0.018,55.8,0.429
Mozambique,9/10/2021,150963,24.714,4693.679,0.768,0.6,0.017,57.6,0.571
Mozambique,10/10/2021,150985,25.857,4694.363,0.804,0.61,0.02,51.3,0.571
Mozambique,11/10/2021,150991,26.286,4694.549,0.817,0.61,0.022,45.9,0.714
Mozambique,12/10/2021,151018,27.429,4695.389,0.853,0.62,0.023,44.2,0.714
Mozambique,13/10/2021,151046,24.571,4696.259,0.764,0.62,0.02,50.5,0.714
Mozambique,14/10/2021,151061,23.143,4696.726,0.72,0.63,0.018,54.5,0.714
Mozambique,15/10/2021,151080,20.714,4697.316,0.644,0.64,0.017,58.8,0.571
Mozambique,16/10/2021,151097,19.143,4697.845,0.595,0.65,0.016,62.4,0.429
Mozambique,17/10/2021,151102,16.714,4698,0.52,0.66,0.014,72.5,0.571
Mozambique,18/10/2021,151112,17.286,4698.311,0.537,0.67,0.013,75.5,0.429
Mozambique,19/10/2021,151136,16.857,4699.058,0.524,0.69,0.013,75.6,0.429
Mozambique,20/10/2021,151157,15.857,4699.71,0.493,0.7,0.013,76.9,0.429
Mozambique,21/10/2021,151174,16.143,4700.239,0.502,0.7,0.014,72.7,0.429
Mozambique,22/10/2021,151195,16.429,4700.892,0.511,0.71,0.015,68.6,0.286
Mozambique,23/10/2021,151220,17.571,4701.669,0.546,0.71,0.016,62.8,0.429
Mozambique,24/10/2021,151225,17.571,4701.825,0.546,0.7,0.015,66,0.286
Mozambique,25/10/2021,151226,16.286,4701.856,0.506,0.7,0.014,71.2,0.143
Mozambique,26/10/2021,151243,15.286,4702.384,0.475,0.71,0.013,75.9,0.286
Mozambique,27/10/2021,151253,13.714,4702.695,0.426,0.71,0.012,84.6,0.286
Mozambique,28/10/2021,151260,12.286,4702.913,0.382,0.72,0.011,94.4,0.286
Mozambique,29/10/2021,151270,10.714,4703.224,0.333,0.73,0.009,108.3,0.286
Mozambique,30/10/2021,151270,7.143,4703.224,0.222,0.75,0.006,162.4,0.286
Mozambique,31/10/2021,151292,9.571,4703.908,0.298,0.78,0.008,121.2,0.286
Mozambique,1/11/2021,151302,10.857,4704.219,0.338,0.78,0.009,106.8,0.429
Mozambique,2/11/2021,151316,10.429,4704.654,0.324,0.78,0.009,111.2,0.429
Mozambique,3/11/2021,151325,10.286,4704.934,0.32,0.78,0.009,112.8,0.429
Mozambique,4/11/2021,151339,11.286,4705.369,0.351,0.79,0.01,102.8,0.429
Myanmar,6/10/2021,473025,1488.143,8630.896,27.153,0.89,0.079,12.7,45.143
Myanmar,7/10/2021,474419,1477.571,8656.331,26.96,0.89,0.08,12.6,42.714
Myanmar,8/10/2021,475885,1423.286,8683.08,25.97,0.89,0.078,12.8,39.857
Myanmar,9/10/2021,477333,1437.714,8709.5,26.233,0.89,0.079,12.6,38.429
Myanmar,10/10/2021,478651,1455.429,8733.549,26.556,0.89,0.08,12.6,35.857
Myanmar,11/10/2021,479848,1438,8755.39,26.238,0.89,0.079,12.7,34.429
Myanmar,12/10/2021,481230,1417.429,8780.606,25.863,0.89,0.078,12.8,33
Myanmar,13/10/2021,482803,1396.857,8809.307,25.487,0.88,0.078,12.9,32
Myanmar,14/10/2021,484317,1414,8836.932,25.8,0.88,0.079,12.7,31.571
Myanmar,15/10/2021,485646,1394.429,8861.181,25.443,0.87,0.078,12.8,32.714
Myanmar,16/10/2021,486851,1359.714,8883.167,24.81,0.87,0.078,12.9,32.143
Myanmar,17/10/2021,487853,1314.571,8901.45,23.986,0.86,0.076,13.2,32.143
Myanmar,18/10/2021,488875,1289.571,8920.098,23.53,0.85,0.075,13.4,32.286
Myanmar,19/10/2021,490008,1254,8940.771,22.881,0.85,0.072,14,32.571
Myanmar,20/10/2021,490901,1156.857,8957.064,21.108,0.84,0.069,14.4,31.714
Myanmar,21/10/2021,491584,1038.143,8969.527,18.942,0.84,0.065,15.4,30
Myanmar,22/10/2021,492509,980.429,8986.404,17.889,0.85,0.064,15.6,27.714
Myanmar,23/10/2021,493576,960.714,9005.873,17.529,0.85,0.062,16.2,26
Myanmar,24/10/2021,494263,915.714,9018.408,16.708,0.86,0.058,17.1,25.571
Myanmar,25/10/2021,494974,871.286,9031.381,15.898,0.87,0.055,18.1,24.571
Myanmar,26/10/2021,495898,841.429,9048.241,15.353,0.87,0.054,18.7,23.714
Myanmar,27/10/2021,496901,857.143,9066.541,15.64,0.88,0.051,19.6,22.714
Myanmar,28/10/2021,497700,873.714,9081.12,15.942,0.89,0.051,19.6,22.429
Myanmar,29/10/2021,498605,870.857,9097.633,15.89,0.9,0.051,19.6,21.857
Myanmar,30/10/2021,499321,820.714,9110.697,14.975,0.91,0.051,19.6,21.857
Myanmar,31/10/2021,500073,830,9124.418,15.144,0.92,0.051,19.6,22.714
Myanmar,1/11/2021,500950,853.714,9140.42,15.577,0.94,0.051,19.6,22
Myanmar,2/11/2021,502024,875.143,9160.017,15.968,0.95,0.051,19.6,20.857
Myanmar,3/11/2021,502979,868.286,9177.442,15.843,0.96,0.051,19.6,20.143
Myanmar,4/11/2021,503981,897.286,9195.724,16.372,0.96,0.039,25.6,20.571
Namibia,6/10/2021,127956,66.143,49454.576,25.564,0.74,0.039,25.6,3.714
Namibia,7/10/2021,127989,57.143,49467.33,22.086,0.73,0.036,28.1,1.714
Namibia,8/10/2021,128047,52.429,49489.747,20.263,0.72,0.033,30.4,1.429
Namibia,9/10/2021,128070,44.857,49498.636,17.337,0.71,0.029,34.4,1.286
Namibia,10/10/2021,128106,43.143,49512.55,16.675,0.7,0.027,36.5,1.571
Namibia,11/10/2021,128129,38.143,49521.44,14.742,0.69,0.025,39.2,1.429
Namibia,12/10/2021,128167,34.857,49536.127,13.472,0.69,0.024,42.3,1.429
Namibia,13/10/2021,128187,33,49543.857,12.754,0.68,0.024,42.2,1.286
Namibia,14/10/2021,128187,28.286,49543.857,10.932,0.68,0.021,47.6,0.857
Namibia,15/10/2021,128239,27.429,49563.954,10.601,0.68,0.022,44.7,2
Namibia,16/10/2021,128239,24.143,49563.954,9.331,0.67,0.015,65,2
Namibia,17/10/2021,128328,31.714,49598.353,12.257,0.67,0.02,50.5,1.571
Namibia,18/10/2021,128353,32,49608.015,12.368,0.66,0.02,49.3,1.857
Namibia,19/10/2021,128377,30,49617.291,11.595,0.64,0.019,52.6,1.857
Namibia,20/10/2021,128395,29.714,49624.248,11.484,0.62,0.018,54.3,2
Namibia,21/10/2021,128414,32.429,49631.591,12.534,0.61,0.02,49.7,2.143
Namibia,22/10/2021,128444,29.286,49643.186,11.319,0.59,0.017,60.1,1
Namibia,23/10/2021,128801,80.286,49781.166,31.03,0.56,0.054,18.4,1.143
Namibia,24/10/2021,128824,70.857,49790.055,27.386,0.54,0.05,19.9,1.714
Namibia,25/10/2021,128849,70.857,49799.717,27.386,0.53,0.05,19.8,1.429
Namibia,26/10/2021,128859,68.857,49803.582,26.613,0.51,0.047,21.3,1.429
Namibia,27/10/2021,128868,67.571,49807.061,26.116,0.5,0.047,21.1,1
Namibia,28/10/2021,128880,66.571,49811.699,25.73,0.49,0.045,22.3,0.857
Namibia,29/10/2021,128886,63.143,49814.018,24.405,0.48,0.045,22.1,1
Namibia,30/10/2021,128906,15,49821.748,5.797,0.48,0.011,92.1,0.857
Namibia,31/10/2021,128927,14.714,49829.864,5.687,0.48,0.01,95.9,0.571
Namibia,1/11/2021,128938,12.714,49834.116,4.914,0.48,0.009,110.7,0.571
Namibia,2/11/2021,128956,13.857,49841.073,5.356,0.48,0.01,97.6,0.857
Namibia,3/11/2021,128963,13.571,49843.778,5.245,0.48,0.01,95.4,1
Namibia,4/11/2021,128967,12.429,49845.324,4.804,0.47,0.009,106.2,1.143
Nepal,6/10/2021,799615,778.857,26945.818,26.246,0.84,0.091,11,9.857
Nepal,7/10/2021,800282,745.857,26968.295,25.134,0.83,0.089,11.2,9.286
Nepal,8/10/2021,800997,719.714,26992.39,24.253,0.83,0.087,11.5,8.857
Nepal,9/10/2021,801633,716.429,27013.822,24.143,0.83,0.086,11.7,9.143
Nepal,10/10/2021,802198,715.143,27032.861,24.099,0.8,0.082,12.1,9.571
Nepal,11/10/2021,802861,693.857,27055.204,23.382,0.78,0.078,12.8,9.857
Nepal,12/10/2021,803552,683.714,27078.489,23.04,0.75,0.083,12,11
Nepal,13/10/2021,803878,609,27089.475,20.522,0.73,0.085,11.8,9.857
Nepal,14/10/2021,804276,570.571,27102.887,19.227,0.74,0.086,11.6,9.857
Nepal,15/10/2021,804516,502.714,27110.975,16.941,0.75,0.091,11,9.571
Nepal,16/10/2021,804652,431.286,27115.558,14.534,0.79,0.088,11.3,8.143
Nepal,17/10/2021,805037,405.571,27128.531,13.667,0.84,0.089,11.2,7.571
Nepal,18/10/2021,805560,385.571,27146.156,12.993,0.89,0.084,12,7.143
Nepal,19/10/2021,806517,423.571,27178.405,14.274,0.94,0.089,11.3,6.857
Nepal,20/10/2021,807052,453.429,27196.434,15.28,0.95,0.086,11.6,8.143
Nepal,21/10/2021,807522,463.714,27212.272,15.626,0.95,0.081,12.3,8.143
Nepal,22/10/2021,808096,511.429,27231.615,17.234,0.97,0.079,12.6,8.571
Nepal,23/10/2021,808534,554.571,27246.375,18.688,0.97,0.079,12.7,9.571
Nepal,24/10/2021,809056,574.143,27263.966,19.348,0.96,0.084,11.9,9.143
Nepal,25/10/2021,809729,595.571,27286.645,20.07,0.95,0.086,11.6,9.714
Nepal,26/10/2021,810298,540.143,27305.819,18.202,0.92,0.076,13.2,9.571
Nepal,27/10/2021,810880,546.857,27325.432,18.428,0.91,0.076,13.1,8.857
Nepal,28/10/2021,811407,555,27343.191,18.703,0.9,0.074,13.5,8
Nepal,29/10/2021,811897,543,27359.703,18.298,0.88,0.073,13.7,7.286
Nepal,30/10/2021,812194,522.857,27369.712,17.619,0.85,0.07,14.2,7.714
