location,date,total_cases,new_cases_smoothed,total_cases_per_million,new_cases_smoothed_per_million,reproduction_rate,positive_rate,tests_per_case,new_deaths_smoothed
Thailand,6/10/2021,1678297,12352.571,23992.52,176.589,0.96,0.27,3.7,114
Thailand,7/10/2021,1678297,10688.857,23992.52,152.805,0.93,0.232,4.3,98.714
Thailand,8/10/2021,1689437,10601.143,24151.774,151.551,0.94,0.228,4.4,97.714
Thailand,9/10/2021,1700067,10494.714,24303.738,150.03,0.94,0.223,4.5,95.714
Thailand,10/10/2021,1710884,10493.143,24458.375,150.007,0.95,0.221,4.5,96.714
Thailand,11/10/2021,1720919,10508.143,24601.833,150.222,0.95,0.22,4.6,91.429
Thailand,12/10/2021,1730364,10447.571,24736.857,149.356,0.95,0.215,4.6,90.286
Thailand,13/10/2021,1740428,8875.857,24880.729,126.887,0.95,0.182,5.5,71.286
Thailand,14/10/2021,1751704,10486.714,25041.928,149.915,0.96,0.215,4.6,87.286
Thailand,15/10/2021,1762190,10393.286,25191.833,148.58,0.96,0.21,4.8,84.143
Thailand,16/10/2021,1772838,10395.857,25344.054,148.617,0.96,0.207,4.8,85.429
Thailand,17/10/2021,1783701,10402.429,25499.349,148.711,0.96,0.208,4.8,83.143
Thailand,18/10/2021,1793812,10413.286,25643.894,148.866,0.95,0.209,4.8,83.571
Thailand,19/10/2021,1802934,10367.143,25774.299,148.206,0.94,0.207,4.8,81.714
Thailand,20/10/2021,1811852,10203.429,25901.789,145.866,0.94,0.2,5,81.286
Thailand,21/10/2021,1821579,9982.143,26040.844,142.702,0.94,0.197,5.1,75.714
Thailand,22/10/2021,1831389,9885.571,26181.085,141.322,0.94,0.202,5,71.714
Thailand,23/10/2021,1841131,9756.143,26320.354,139.471,0.94,0.208,4.8,70.571
Thailand,24/10/2021,1850482,9540.143,26454.034,136.384,0.94,0.205,4.9,68.857
Thailand,25/10/2021,1859157,9335,26578.05,133.451,0.93,0.2,5,66.143
Thailand,26/10/2021,1866863,9132.714,26688.213,130.559,0.93,0.198,5,65.429
Thailand,27/10/2021,1875315,9066.143,26809.04,129.607,0.94,0.2,5,62.286
Thailand,28/10/2021,1884973,9056.286,26947.109,129.466,0.94,0.199,5,63.857
Thailand,29/10/2021,1893941,8936,27075.313,127.747,0.94,0.192,5.2,63.571
Thailand,30/10/2021,1903165,8862,27207.177,126.689,0.95,0.188,5.3,65.571
Thailand,31/10/2021,1912024,8791.714,27333.823,125.684,0.95,0.185,5.4,64.286
Thailand,1/11/2021,1920189,8718.857,27450.548,124.643,0.95,0.184,5.4,65.857
Thailand,2/11/2021,1935442,9797,27668.601,140.055,0.95,0.206,4.9,75.571
Thailand,3/11/2021,1935442,8589.571,27668.601,122.794,0.93,0.18,5.6,67.429
Thailand,4/11/2021,1951572,9514.143,27899.192,136.012,0.93,0.201,5,76.571
Timor,6/10/2021,19613,22.571,14594.363,16.796,0.48,0.047,21.1,0.571
Timor,7/10/2021,19633,19.286,14609.246,14.351,0.48,0.041,24.7,0.286
Timor,8/10/2021,19651,16.571,14622.64,12.331,0.48,0.035,28.7,0.286
Timor,9/10/2021,19661,14,14630.081,10.418,0.48,0.029,34,0.143
Timor,10/10/2021,19673,13,14639.01,9.674,0.48,0.027,36.6,0.143
Timor,11/10/2021,19675,11.857,14640.499,8.823,0.47,0.025,40.1,0.143
Timor,12/10/2021,19681,10.286,14644.963,7.654,0.47,0.023,42.8,0
Timor,13/10/2021,19690,11,14651.66,8.185,0.48,0.027,36.8,0
Timor,14/10/2021,19696,9,14656.125,6.697,0.49,0.024,41,0
Timor,15/10/2021,19703,7.429,14661.334,5.528,0.51,0.022,45,0
Timor,16/10/2021,19707,6.571,14664.31,4.89,0.53,0.022,45.4,0
Timor,17/10/2021,19714,5.857,14669.519,4.358,0.55,0.022,44.7,0
Timor,18/10/2021,19725,7.143,14677.704,5.315,0.58,0.031,31.8,0
Timor,19/10/2021,19730,7,14681.425,5.209,0.58,0.031,32.4,0.143
Timor,20/10/2021,19746,8,14693.331,5.953,0.59,0.035,28.4,0.143
Timor,21/10/2021,19749,7.571,14695.563,5.634,0.58,0.035,28.4,0.143
Timor,22/10/2021,19759,8,14703.004,5.953,0.58,0.035,28.4,0.143
Timor,23/10/2021,19766,8.429,14708.213,6.272,0.57,0.035,28.4,0.143
Timor,24/10/2021,19770,8,14711.19,5.953,0.55,0.035,28.4,0.286
Timor,25/10/2021,19774,7,14714.166,5.209,0.54,0.035,28.4,0.286
Timor,26/10/2021,19778,6.857,14717.143,5.103,0.52,0.035,28.4,0.143
Timor,27/10/2021,19785,5.571,14722.351,4.146,0.5,0.035,28.4,0.143
Timor,28/10/2021,19785,5.143,14722.351,3.827,0.48,0.035,28.4,0.286
Timor,29/10/2021,19787,4,14723.84,2.976,0.47,0.035,28.4,0.286
Timor,30/10/2021,19789,3.286,14725.328,2.445,0.47,0.035,28.4,0.286
Timor,31/10/2021,19790,2.857,14726.072,2.126,0.48,0.035,28.4,0.143
Timor,1/11/2021,19790,2.286,14726.072,1.701,0.49,0.035,28.4,0.143
Timor,2/11/2021,19790,1.714,14726.072,1.276,0.5,0.035,28.4,0.143
Timor,3/11/2021,19790,0.714,14726.072,0.532,0.53,0.035,28.4,0.143
Timor,4/11/2021,19794,1.286,14729.048,0.957,0.58,0.035,28.4,0
Togo,6/10/2021,25653,40.714,3025.745,4.802,0.67,0.032,30.9,0.857
Togo,7/10/2021,25705,39.429,3031.879,4.651,0.66,0.032,31.6,0.857
Togo,8/10/2021,25731,43.143,3034.945,5.089,0.66,0.035,28.6,0.857
Togo,9/10/2021,25760,39,3038.366,4.6,0.65,0.032,31.1,0.714
Togo,10/10/2021,25778,34.714,3040.489,4.095,0.65,0.029,34.3,0.429
Togo,11/10/2021,25788,28.857,3041.668,3.404,0.65,0.025,40.8,0.286
Togo,12/10/2021,25807,26.286,3043.909,3.1,0.65,0.023,44.4,0.429
Togo,13/10/2021,25826,24.714,3046.15,2.915,0.64,0.022,46.4,0.429
Togo,14/10/2021,25836,18.714,3047.33,2.207,0.64,0.017,60.3,0.286
Togo,15/10/2021,25865,19.143,3050.75,2.258,0.65,0.018,56.8,0.429
Togo,16/10/2021,25865,15,3050.75,1.769,0.65,0.014,72.2,0.429
Togo,17/10/2021,25899,17.286,3054.761,2.039,0.65,0.016,63.3,0.429
Togo,18/10/2021,25903,16.429,3055.232,1.938,0.65,0.015,67.2,0.429
Togo,19/10/2021,25926,17,3057.945,2.005,0.65,0.015,64.7,0.429
Togo,20/10/2021,25936,15.714,3059.125,1.853,0.65,0.014,69.6,0.429
Togo,21/10/2021,25950,16.286,3060.776,1.921,0.65,0.015,65.9,0.429
Togo,22/10/2021,25967,14.571,3062.781,1.719,0.65,0.013,74.5,0.286
Togo,23/10/2021,25989,17.714,3065.376,2.089,0.66,0.017,60.5,0.571
Togo,24/10/2021,25992,13.286,3065.73,1.567,0.65,0.012,81.9,0.429
Togo,25/10/2021,26000,13.857,3066.673,1.634,0.66,0.013,78.7,0.429
Togo,26/10/2021,26011,12.143,3067.971,1.432,0.66,0.011,88.3,0.286
Togo,27/10/2021,26024,12.571,3069.504,1.483,0.66,0.012,84.5,0.286
Togo,28/10/2021,26036,12.286,3070.92,1.449,0.66,0.012,86.3,0.286
Togo,29/10/2021,26054,12.429,3073.043,1.466,0.66,0.012,85.3,0.286
Togo,30/10/2021,26068,11.286,3074.694,1.331,0.66,0.01,95.3,0
Togo,31/10/2021,26079,12.429,3075.991,1.466,0.66,0.012,84.7,0
Togo,1/11/2021,26079,11.286,3075.991,1.331,0.65,0.011,93.7,0
Togo,2/11/2021,26086,10.714,3076.817,1.264,0.65,0.01,97.3,0
Togo,3/11/2021,26096,10.286,3077.997,1.213,0.65,0.01,103,0.143
Togo,4/11/2021,26102,9.429,3078.704,1.112,0.65,0.009,113.8,0.143
Tunisia,6/10/2021,709001,383.857,59401.392,32.16,0.6,0.049,20.6,18.429
Tunisia,7/10/2021,709222,290.286,59419.908,24.321,0.6,0.039,25.4,13.857
Tunisia,8/10/2021,709456,272.571,59439.513,22.837,0.6,0.04,25.1,13.571
Tunisia,9/10/2021,709456,210.429,59439.513,17.63,0.6,0.036,28,10.714
Tunisia,10/10/2021,709834,264.429,59471.183,22.154,0.6,0.053,18.8,15.286
Tunisia,11/10/2021,709866,237.571,59473.864,19.904,0.61,0.048,21,15
Tunisia,12/10/2021,710096,186.857,59493.133,15.655,0.61,0.041,24.3,11.429
Tunisia,13/10/2021,710322,188.714,59512.068,15.811,0.61,0.047,21.2,11.714
Tunisia,14/10/2021,710322,157.143,59512.068,13.166,0.62,0.038,26,9.429
Tunisia,15/10/2021,710673,173.857,59541.476,14.566,0.63,0.04,25.2,12.286
Tunisia,16/10/2021,710773,188.143,59549.854,15.763,0.63,0.048,21,12.714
Tunisia,17/10/2021,710906,153.143,59560.997,12.831,0.64,0.043,23.1,10
Tunisia,18/10/2021,710953,155.286,59564.934,13.01,0.65,0.043,23.3,8.714
Tunisia,19/10/2021,711007,130.143,59569.459,10.904,0.66,0.035,28.4,8.143
Tunisia,20/10/2021,711164,120.286,59582.612,10.078,0.67,0.031,32.1,9.714
Tunisia,21/10/2021,711397,153.571,59602.134,12.866,0.68,0.042,24.1,11.286
Tunisia,22/10/2021,711397,103.429,59602.134,8.665,0.69,0.031,32.4,7.143
Tunisia,23/10/2021,711521,106.857,59612.522,8.953,0.7,0.036,28.1,7.714
Tunisia,24/10/2021,711693,112.429,59626.933,9.419,0.71,0.028,35.2,7.286
Tunisia,25/10/2021,711821,124,59637.657,10.389,0.72,0.035,28.3,7.857
Tunisia,26/10/2021,712013,143.714,59653.743,12.041,0.73,0.047,21.2,15.714
Tunisia,27/10/2021,712139,139.286,59664.3,11.67,0.73,0.043,23.5,14.286
Tunisia,28/10/2021,712230,119,59671.924,9.97,0.74,0.032,31.1,13.571
Tunisia,29/10/2021,712318,131.571,59679.297,11.023,0.74,0.031,32.2,14.143
Tunisia,30/10/2021,712318,113.857,59679.297,9.539,0.75,0.024,42,13.143
Tunisia,31/10/2021,712747,150.571,59715.239,12.615,0.76,0.037,26.7,13.143
Tunisia,1/11/2021,712776,136.429,59717.669,11.43,0.75,0.032,31.6,12.714
Tunisia,2/11/2021,712880,123.857,59726.382,10.377,0.74,0.027,37.2,5.286
Tunisia,3/11/2021,712982,120.429,59734.928,10.09,0.73,0.028,35.9,4.714
Tunisia,4/11/2021,713071,120.143,59742.384,10.066,0.72,0.029,34.5,4.857
Uganda,6/10/2021,124190,106.429,2635.414,2.259,0.84,0.03,33.8,1.857
Uganda,7/10/2021,124254,97.429,2636.772,2.068,0.85,0.026,38.1,2
Uganda,8/10/2021,124437,99.286,2640.655,2.107,0.86,0.025,39.5,1.857
Uganda,9/10/2021,124544,98.143,2642.926,2.083,0.86,0.024,41.1,2.143
Uganda,10/10/2021,124646,95.714,2645.09,2.031,0.85,0.023,43.1,2.286
Uganda,11/10/2021,124736,99.571,2647,2.113,0.85,0.023,42.8,2.143
Uganda,12/10/2021,124808,101.429,2648.528,2.152,0.85,0.024,42.1,2.286
Uganda,13/10/2021,124864,96.286,2649.716,2.043,0.84,0.023,44.2,2
Uganda,14/10/2021,124924,95.714,2650.99,2.031,0.83,0.023,43.1,1.286
Uganda,15/10/2021,125049,87.429,2653.642,1.855,0.83,0.022,45.4,1.143
Uganda,16/10/2021,125094,78.571,2654.597,1.667,0.83,0.02,49.6,1.143
Uganda,17/10/2021,125186,77.143,2656.55,1.637,0.85,0.02,49,1.286
Uganda,18/10/2021,125261,75,2658.141,1.592,0.85,0.02,49.4,1.143
Uganda,19/10/2021,125283,67.857,2658.608,1.44,0.86,0.018,54.4,1.143
Uganda,20/10/2021,125364,71.429,2660.327,1.516,0.87,0.019,51.4,1.286
Uganda,21/10/2021,125426,71.714,2661.643,1.522,0.88,0.019,52.2,1.857
Uganda,22/10/2021,125537,69.714,2663.998,1.479,0.89,0.019,53.6,2
Uganda,23/10/2021,125645,78.714,2666.29,1.67,0.89,0.021,47.7,2.286
Uganda,24/10/2021,125710,74.857,2667.669,1.589,0.88,0.019,51.5,2.143
Uganda,25/10/2021,125758,71,2668.688,1.507,0.88,0.018,54.5,2.143
Uganda,26/10/2021,125788,72.143,2669.324,1.531,0.89,0.018,54.1,1.857
Uganda,27/10/2021,125861,71,2670.874,1.507,0.89,0.018,55.3,2.286
Uganda,28/10/2021,125920,70.571,2672.126,1.498,0.9,0.018,56.9,2.429
Uganda,29/10/2021,126000,66.143,2673.823,1.404,0.9,0.016,62.3,2.286
Uganda,30/10/2021,126075,61.429,2675.415,1.304,0.9,0.015,68.6,2.429
Uganda,31/10/2021,126171,65.857,2677.452,1.398,0.91,0.015,67.9,2.143
Uganda,1/11/2021,126236,68.286,2678.831,1.449,0.9,0.015,67.5,2.143
Uganda,2/11/2021,126272,69.143,2679.595,1.467,0.9,0.014,69.5,2.429
Uganda,3/11/2021,126321,65.714,2680.635,1.395,0.89,0.014,74,2.143
Uganda,4/11/2021,126348,61.143,2681.208,1.298,0.89,0.012,82.1,1.857
United Arab Emirates,6/10/2021,737229,214.571,73788.697,21.476,0.63,0.001,1415.4,1.714
United Arab Emirates,7/10/2021,737373,197.286,73803.11,19.746,0.63,0.001,1520.2,1.714
United Arab Emirates,8/10/2021,737509,177.286,73816.722,17.744,0.63,0.001,1684.9,1.571
United Arab Emirates,9/10/2021,737655,161.571,73831.335,16.172,0.63,0.001,1852,1.857
United Arab Emirates,10/10/2021,737766,151.143,73842.445,15.128,0.64,0.001,1969.9,1.571
United Arab Emirates,11/10/2021,737890,141.857,73854.856,14.198,0.65,0,2114.1,1.571
United Arab Emirates,12/10/2021,738026,136.143,73868.469,13.626,0.66,0,2188,1.571
United Arab Emirates,13/10/2021,738152,131.857,73881.08,13.197,0.67,0,2283.6,1.286
United Arab Emirates,14/10/2021,738268,127.857,73892.69,12.797,0.68,0,2417.8,1.143
United Arab Emirates,15/10/2021,738372,123.286,73903.099,12.34,0.69,0,2563.8,1
United Arab Emirates,16/10/2021,738487,118.857,73914.61,11.896,0.7,0,2724,0.714
United Arab Emirates,17/10/2021,738586,117.143,73924.518,11.725,0.72,0,2783.8,1
United Arab Emirates,18/10/2021,738690,114.286,73934.928,11.439,0.73,0,2831,0.857
United Arab Emirates,19/10/2021,738812,112.286,73947.139,11.239,0.74,0,2852.5,1
United Arab Emirates,20/10/2021,738924,110.286,73958.349,11.038,0.75,0,2882.8,1.143
United Arab Emirates,21/10/2021,739018,107.143,73967.757,10.724,0.76,0,2901.8,1.286
United Arab Emirates,22/10/2021,739106,104.857,73976.565,10.495,0.76,0,2890.1,1.429
United Arab Emirates,23/10/2021,739190,100.429,73984.972,10.052,0.77,0,2928.4,1.571
United Arab Emirates,24/10/2021,739284,99.714,73994.381,9.98,0.79,0,2824.4,1.429
United Arab Emirates,25/10/2021,739381,98.714,74004.089,9.88,0.8,0,2886.5,1.571
United Arab Emirates,26/10/2021,739471,94.143,74013.097,9.423,0.8,0,3065.1,1.714
United Arab Emirates,27/10/2021,739566,91.714,74022.606,9.18,0.81,0,3131.4,1.571
United Arab Emirates,28/10/2021,739654,90.857,74031.414,9.094,0.82,0,3178.7,1.286
United Arab Emirates,29/10/2021,739736,90,74039.621,9.008,0.82,0,3237.6,1.143
United Arab Emirates,30/10/2021,739824,90.571,74048.429,9.065,0.83,0,3213.4,1
United Arab Emirates,31/10/2021,739905,88.714,74056.536,8.879,0.83,0,3373.9,0.857
United Arab Emirates,1/11/2021,739983,86,74064.343,8.608,0.83,0,3464.5,0.714
United Arab Emirates,2/11/2021,740057,83.714,74071.75,8.379,0.83,0,3496.3,0.429
United Arab Emirates,3/11/2021,740136,81.429,74079.657,8.15,0.84,0,3511.9,0.286
United Arab Emirates,4/11/2021,740209,79.286,74086.963,7.936,0.85,0,3479.3,0.286
United Kingdom,6/10/2021,8044424,33767.143,117941.129,495.068,1.07,0.036,27.6,112.571
United Kingdom,7/10/2021,8084322,34347.857,118526.082,503.582,1.07,0.037,26.8,110.714
United Kingdom,8/10/2021,8119442,34410.143,119040.984,504.495,1.07,0.037,26.9,110.571
United Kingdom,9/10/2021,8158935,35834.857,119620,525.383,1.09,0.039,25.7,115.143
United Kingdom,10/10/2021,8192589,36397,120113.409,533.625,1.08,0.04,25.2,114.429
United Kingdom,11/10/2021,8232327,37145,120696.017,544.591,1.09,0.041,24.6,112.714
United Kingdom,12/10/2021,8270182,37811.429,121251.018,554.362,1.1,0.041,24.3,115.286
United Kingdom,13/10/2021,8311851,38203.857,121861.937,560.115,1.11,0.043,23.2,113.286
United Kingdom,14/10/2021,8356596,38896.286,122517.953,570.267,1.13,0.042,23.6,118.429
United Kingdom,15/10/2021,8400983,40220.143,123168.721,589.677,1.14,0.044,22.8,121
United Kingdom,16/10/2021,8443882,40706.714,123797.673,596.81,1.15,0.044,22.7,119.857
United Kingdom,17/10/2021,8488685,42299.429,124454.54,620.162,1.16,0.046,21.9,122.571
United Kingdom,18/10/2021,8537650,43617.571,125172.427,639.487,1.15,0.047,21.1,125
United Kingdom,19/10/2021,8581278,44442.286,125812.067,651.578,1.12,0.048,20.7,130.571
United Kingdom,20/10/2021,8630076,45460.714,126527.506,666.51,1.11,0.048,21,136.714
United Kingdom,21/10/2021,8681795,46457,127285.77,681.117,1.1,0.05,20,130.714
United Kingdom,22/10/2021,8730787,47114.857,128004.052,690.762,1.07,0.051,19.8,135.857
United Kingdom,23/10/2021,8775889,47429.571,128665.303,695.376,1.03,0.051,19.5,134
United Kingdom,24/10/2021,8814735,46578.571,129234.833,682.899,0.98,0.052,19.3,136.143
United Kingdom,25/10/2021,8851104,44779.143,129768.047,656.517,0.95,0.051,19.7,135.429
United Kingdom,26/10/2021,8894843,44795,130409.315,656.75,0.97,0.051,19.5,141.143
United Kingdom,27/10/2021,8938965,44127,131056.197,646.956,0.95,0.052,19.1,145.429
United Kingdom,28/10/2021,8978443,42378.286,131634.993,621.318,0.94,0.052,19.3,152.286
United Kingdom,29/10/2021,9021701,41559.143,132269.209,609.308,0.96,0.051,19.5,153.143
United Kingdom,30/10/2021,9062710,40974.429,132870.451,600.735,0.96,0.051,19.6,157.571
United Kingdom,31/10/2021,9100442,40815.286,133423.648,598.402,0.95,0.049,20.2,157.857
United Kingdom,1/11/2021,9140441,41333.857,134010.083,606.005,0.94,0.049,20.3,158.286
United Kingdom,2/11/2021,9174153,39901.429,134504.342,585.004,0.9,0.047,21.2,162.429
United Kingdom,3/11/2021,9215683,39531.143,135113.223,579.575,0.89,0.046,21.7,163.571
United Kingdom,4/11/2021,9252646,39171.857,135655.146,574.308,0.88,0.045,22.1,171.143
Uruguay,6/10/2021,389505,97.571,111761.266,27.996,1.05,0.016,63.7,1.143
Uruguay,7/10/2021,389661,104.714,111806.027,30.046,1.07,0.015,66.1,1
Uruguay,8/10/2021,389817,113.143,111850.789,32.464,1.08,0.015,65.5,0.857
Uruguay,9/10/2021,389935,115.857,111884.647,33.243,1.09,0.016,62.6,0.857
Uruguay,10/10/2021,390038,121.857,111914.201,34.965,1.1,0.017,58.2,1
Uruguay,11/10/2021,390115,122.143,111936.294,35.047,1.1,0.018,56.7,0.857
Uruguay,12/10/2021,390234,124.429,111970.439,35.702,1.11,0.018,55.4,0.714
Uruguay,13/10/2021,390394,127,112016.348,36.44,1.14,0.019,52.9,0.429
Uruguay,14/10/2021,390575,130.571,112068.283,37.465,1.15,0.019,53.5,0.429
Uruguay,15/10/2021,390762,135,112121.939,38.736,1.16,0.019,52.3,0.571
Uruguay,16/10/2021,390915,140,112165.84,40.17,1.16,0.019,52.5,0.571
Uruguay,17/10/2021,391044,143.714,112202.854,41.236,1.16,0.019,53.2,0.714
Uruguay,18/10/2021,391167,150.286,112238.146,43.122,1.16,0.019,52.9,0.714
Uruguay,19/10/2021,391358,160.571,112292.95,46.073,1.16,0.02,50.2,0.714
Uruguay,20/10/2021,391522,161.143,112340.007,46.237,1.15,0.019,52.5,0.571
Uruguay,21/10/2021,391700,160.714,112391.081,46.114,1.15,0.019,51.9,0.571
Uruguay,22/10/2021,391890,161.143,112445.598,46.237,1.16,0.019,51.9,0.571
Uruguay,23/10/2021,392029,159.143,112485.481,45.663,1.17,0.019,51.9,0.571
Uruguay,24/10/2021,392148,157.714,112519.626,45.253,1.18,0.019,51.9,0.286
Uruguay,25/10/2021,392319,164.571,112568.691,47.221,1.2,0.019,51.9,0.571
Uruguay,26/10/2021,392585,175.286,112645.015,50.295,1.22,0.019,51.9,0.714
Uruguay,27/10/2021,392879,193.857,112729.373,55.624,1.22,0.019,51.9,1
Uruguay,28/10/2021,393139,205.571,112803.975,58.985,1.2,0.019,51.9,1
Uruguay,29/10/2021,393454,223.429,112894.359,64.109,1.18,0.019,51.9,1
Uruguay,30/10/2021,393718,241.286,112970.109,69.232,1.15,0.019,51.9,0.857
Uruguay,31/10/2021,393899,250.143,113022.043,71.774,1.12,0.019,51.9,1
Uruguay,1/11/2021,394053,247.714,113066.231,71.077,1.08,0.019,51.9,1
Uruguay,2/11/2021,394248,237.571,113122.182,68.167,1.05,0.019,51.9,0.857
Uruguay,3/11/2021,394443,223.429,113178.134,64.109,1.03,0.019,51.9,0.571
Uruguay,4/11/2021,394679,220,113245.85,63.125,1.02,0.019,51.9,0.857
Vietnam,6/10/2021,822687,6184.143,8380.328,62.995,0.74,0.039,25.4,142.857
Vietnam,7/10/2021,826837,5154.571,8422.602,52.507,0.74,0.036,28.1,131.714
Vietnam,8/10/2021,831643,4847.286,8471.559,49.377,0.74,0.036,27.4,128.571
Vietnam,9/10/2021,836134,4704.571,8517.306,47.923,0.75,0.038,26.6,120.143
Vietnam,10/10/2021,839662,4440.571,8553.245,45.234,0.75,0.038,26.4,120
Vietnam,11/10/2021,843281,4188.571,8590.11,42.667,0.76,0.04,25.2,117.857
Vietnam,12/10/2021,846230,3986.571,8620.15,40.609,0.77,0.042,23.6,112
Vietnam,13/10/2021,849691,3857.714,8655.405,39.297,0.78,0.041,24.4,110.143
Vietnam,14/10/2021,853842,3857.857,8697.69,39.298,0.8,0.033,30.3,103.857
Vietnam,15/10/2021,857639,3713.714,8736.368,37.83,0.81,0.027,36.8,100.857
Vietnam,16/10/2021,860860,3532.286,8769.179,35.982,0.83,0.027,37.2,98.429
Vietnam,17/10/2021,864053,3484.429,8801.704,35.494,0.85,0.028,36.1,91.286
Vietnam,18/10/2021,867221,3420,8833.975,34.838,0.87,0.028,35.2,85.571
Vietnam,19/10/2021,870255,3432.143,8864.881,34.962,0.89,0.03,33.5,83
Vietnam,20/10/2021,873901,3458.571,8902.021,35.231,0.91,0.027,36.6,78.143
Vietnam,21/10/2021,877537,3385,8939.059,34.481,0.93,0.032,31.6,76.714
Vietnam,22/10/2021,881522,3411.857,8979.653,34.755,0.96,0.039,25.4,71.429
Vietnam,23/10/2021,884895,3433.571,9014.012,34.976,0.98,0.037,26.7,69.857
Vietnam,24/10/2021,888940,3555.286,9055.216,36.216,1.01,0.037,27.2,68.429
Vietnam,25/10/2021,892579,3622.571,9092.285,36.901,1.03,0.035,28.4,67
Vietnam,26/10/2021,896174,3702.714,9128.906,37.718,1.06,0.034,29.4,65.429
Vietnam,27/10/2021,900585,3812,9173.839,38.831,1.08,0.042,24,62.857
Vietnam,28/10/2021,905477,3991.429,9223.671,40.659,1.11,0.045,22.3,60.429
Vietnam,29/10/2021,910376,4122,9273.575,41.989,1.13,0.046,21.7,60.429
Vietnam,30/10/2021,915603,4386.857,9326.82,44.687,1.15,0.048,20.8,58.571
Vietnam,31/10/2021,921122,4597.429,9383.039,46.832,1.17,0.05,20.1,58.571
Vietnam,1/11/2021,926720,4877.286,9440.064,49.683,1.19,0.052,19.1,56.143
Vietnam,2/11/2021,932357,5169,9497.485,52.654,1.21,0.055,18.1,57.571
Vietnam,3/11/2021,939463,5554,9569.871,56.576,1.22,0.058,17.3,61
Vietnam,4/11/2021,946043,5795.143,9636.898,59.032,1.23,0.058,17.1,61.714
Zambia,6/10/2021,209248,35.143,11059.235,1.857,0.71,0.007,153.3,0.571
Zambia,7/10/2021,209283,33.857,11061.085,1.789,0.71,0.007,153.8,0.714
Zambia,8/10/2021,209315,28.714,11062.777,1.518,0.71,0.006,174.7,0.571
Zambia,9/10/2021,209336,27.714,11063.886,1.465,0.72,0.006,175.6,0.571
Zambia,10/10/2021,209347,26.286,11064.468,1.389,0.72,0.005,187.6,0.714
Zambia,11/10/2021,209353,25.857,11064.785,1.367,0.73,0.005,189.9,0.714
Zambia,12/10/2021,209396,28.143,11067.058,1.487,0.74,0.005,185.4,0.571
Zambia,13/10/2021,209411,23.286,11067.85,1.231,0.75,0.005,204.2,0.714
Zambia,14/10/2021,209431,21.143,11068.907,1.117,0.76,0.004,226.7,0.571
Zambia,15/10/2021,209477,23.143,11071.339,1.223,0.77,0.005,212.3,0.571
Zambia,16/10/2021,209505,24.143,11072.818,1.276,0.77,0.005,212.6,0.714
Zambia,17/10/2021,209521,24.857,11073.664,1.314,0.77,0.005,203,0.571
Zambia,18/10/2021,209536,26.143,11074.457,1.382,0.78,0.005,190.1,0.571
Zambia,19/10/2021,209549,21.857,11075.144,1.155,0.78,0.005,210.2,0.571
Zambia,20/10/2021,209571,22.857,11076.307,1.208,0.78,0.005,196.8,0.143
Zambia,21/10/2021,209589,22.571,11077.258,1.193,0.78,0.005,202.7,0.143
Zambia,22/10/2021,209610,19,11078.368,1.004,0.79,0.004,234.2,0.143
Zambia,23/10/2021,209629,17.714,11079.372,0.936,0.8,0.004,248.3,0.143
Zambia,24/10/2021,209634,16.143,11079.636,0.853,0.81,0.004,271,0.143
Zambia,25/10/2021,209639,14.714,11079.901,0.778,0.83,0.003,304.7,0.143
Zambia,26/10/2021,209648,14.143,11080.376,0.747,0.84,0.003,312,0.286
Zambia,27/10/2021,209657,12.286,11080.852,0.649,0.86,0.003,350.6,0.286
Zambia,28/10/2021,209672,11.857,11081.645,0.627,0.89,0.003,350.9,0.286
Zambia,29/10/2021,209702,13.143,11083.23,0.695,0.92,0.003,312.9,0.286
Zambia,30/10/2021,209722,13.286,11084.287,0.702,0.94,0.003,293.3,0.286
Zambia,31/10/2021,209734,14.286,11084.922,0.755,0.96,0.004,283.4,0.286
Zambia,1/11/2021,209739,14.286,11085.186,0.755,0.97,0.004,268.5,0.286
Zambia,2/11/2021,209760,16,11086.296,0.846,1,0.004,250.2,0.143
Zambia,3/11/2021,209781,17.714,11087.406,0.936,1.01,0.004,231.5,0.143
Zambia,4/11/2021,209815,20.429,11089.203,1.08,1.02,0.005,194.2,0.286
Zimbabwe,6/10/2021,131434,135.571,8708.754,8.983,0.75,0.038,26.2,2
Zimbabwe,7/10/2021,131523,100.429,8714.651,6.654,0.75,0.03,33.9,1.143
Zimbabwe,8/10/2021,131705,96.714,8726.71,6.408,0.74,0.029,35.1,1.429
Zimbabwe,9/10/2021,131762,95.429,8730.487,6.323,0.74,0.029,35,1.571
Zimbabwe,10/10/2021,131796,95.286,8732.74,6.314,0.73,0.029,34.8,1.429
